1, none, minecraft:the_void, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1501, ocean, minecraft:warm_ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1502, ocean, minecraft:warm_ocean, MONSTER, quark:stoneling, 80, 1, 1
1503, ocean, minecraft:warm_ocean, MONSTER, quark:toretoise, 80, 2, 4
1504, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1505, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1506, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
1507, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1508, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 10, 2, 3
1509, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 15, 1, 4
1510, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 10, 1, 2
1511, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1512, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1513, ocean, minecraft:warm_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1514, ocean, minecraft:warm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1515, ocean, minecraft:warm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1516, ocean, minecraft:warm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1517, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1518, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1519, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1520, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1521, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1522, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1523, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1524, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1525, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1526, ocean, minecraft:lukewarm_ocean, MONSTER, earthmobsmod:lobber_drowned, 20, 2, 4
1527, ocean, minecraft:lukewarm_ocean, MONSTER, earthmobsmod:tropical_slime, 10, 1, 2
1528, ocean, minecraft:lukewarm_ocean, MONSTER, player_mobs:player_mob, 80, 4, 4
1529, ocean, minecraft:lukewarm_ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1530, ocean, minecraft:lukewarm_ocean, MONSTER, quark:stoneling, 80, 1, 1
1531, ocean, minecraft:lukewarm_ocean, MONSTER, quark:toretoise, 80, 2, 4
1532, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1533, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1534, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
1535, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1536, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1537, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1538, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
1539, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1540, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1541, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1542, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1543, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1544, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1545, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1546, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, alexsmobs:flying_fish, 10, 3, 6
1547, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1548, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1549, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1550, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1551, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1552, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1553, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1554, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1555, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1556, ocean, minecraft:deep_lukewarm_ocean, MONSTER, earthmobsmod:lobber_drowned, 20, 2, 4
1557, ocean, minecraft:deep_lukewarm_ocean, MONSTER, earthmobsmod:tropical_slime, 10, 1, 2
1558, ocean, minecraft:deep_lukewarm_ocean, MONSTER, player_mobs:player_mob, 80, 4, 4
1559, ocean, minecraft:deep_lukewarm_ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1560, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:stoneling, 80, 1, 1
1561, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:toretoise, 80, 2, 4
1562, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1563, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1564, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1565, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1566, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1567, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1568, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
1569, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1570, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
1571, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1572, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1573, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1574, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1575, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1576, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1577, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1578, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1579, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
1580, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
1581, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1582, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1583, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
1584, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
1585, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
1586, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1587, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
1588, ocean, minecraft:ocean, MONSTER, earthmobsmod:lobber_drowned, 20, 2, 4
1589, ocean, minecraft:ocean, MONSTER, earthmobsmod:tropical_slime, 10, 1, 2
1590, ocean, minecraft:ocean, MONSTER, player_mobs:player_mob, 80, 4, 4
1591, ocean, minecraft:ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1592, ocean, minecraft:ocean, MONSTER, quark:stoneling, 80, 1, 1
1593, ocean, minecraft:ocean, MONSTER, quark:toretoise, 80, 2, 4
1594, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1595, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1596, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1597, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1598, ocean, minecraft:ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1599, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1600, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1601, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1602, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1603, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1604, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1605, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1606, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1607, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:flying_fish, 10, 3, 6
1608, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 80, 4, 4
1609, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1610, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1611, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1612, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1613, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 80, 4, 4
1614, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1615, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
1616, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1617, ocean, minecraft:deep_ocean, MONSTER, earthmobsmod:lobber_drowned, 20, 2, 4
1618, ocean, minecraft:deep_ocean, MONSTER, earthmobsmod:tropical_slime, 10, 1, 2
1619, ocean, minecraft:deep_ocean, MONSTER, player_mobs:player_mob, 80, 4, 4
1620, ocean, minecraft:deep_ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1621, ocean, minecraft:deep_ocean, MONSTER, quark:stoneling, 80, 1, 1
1622, ocean, minecraft:deep_ocean, MONSTER, quark:toretoise, 80, 2, 4
1623, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1624, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1625, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1626, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1627, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1628, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1629, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
1630, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1631, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1632, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1633, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1634, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1635, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1636, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1637, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1638, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
1639, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1640, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1641, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1642, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1643, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
1644, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1645, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1646, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1647, ocean, minecraft:cold_ocean, MONSTER, earthmobsmod:lobber_drowned, 20, 2, 4
1648, ocean, minecraft:cold_ocean, MONSTER, earthmobsmod:tropical_slime, 10, 1, 2
1649, ocean, minecraft:cold_ocean, MONSTER, player_mobs:player_mob, 80, 4, 4
1650, ocean, minecraft:cold_ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1651, ocean, minecraft:cold_ocean, MONSTER, quark:stoneling, 80, 1, 1
1652, ocean, minecraft:cold_ocean, MONSTER, quark:toretoise, 80, 2, 4
1653, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1654, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1655, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1656, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
1657, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1658, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1659, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1660, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
1661, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1662, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1663, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1664, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1665, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
1666, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
1667, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pollock, 10, 1, 2
1668, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
1669, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 1, 2
1670, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1671, ocean, minecraft:cold_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1672, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
1673, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1674, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1675, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1676, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1677, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
1678, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1679, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1680, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1681, ocean, minecraft:deep_cold_ocean, MONSTER, earthmobsmod:lobber_drowned, 20, 2, 4
1682, ocean, minecraft:deep_cold_ocean, MONSTER, earthmobsmod:tropical_slime, 10, 1, 2
1683, ocean, minecraft:deep_cold_ocean, MONSTER, player_mobs:player_mob, 80, 4, 4
1684, ocean, minecraft:deep_cold_ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1685, ocean, minecraft:deep_cold_ocean, MONSTER, quark:stoneling, 80, 1, 1
1686, ocean, minecraft:deep_cold_ocean, MONSTER, quark:toretoise, 80, 2, 4
1687, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1688, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1689, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1690, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
1691, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1692, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1693, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
1694, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1695, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1696, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
1697, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1698, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1699, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1700, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1701, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
1702, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
1703, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pollock, 10, 1, 2
1704, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
1705, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 1, 2
1706, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1707, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1708, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1709, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1710, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1711, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1712, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1713, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1714, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1715, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1716, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1717, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1718, ocean, minecraft:frozen_ocean, MONSTER, earthmobsmod:lobber_drowned, 20, 2, 4
1719, ocean, minecraft:frozen_ocean, MONSTER, earthmobsmod:tropical_slime, 10, 1, 2
1720, ocean, minecraft:frozen_ocean, MONSTER, player_mobs:player_mob, 80, 4, 4
1721, ocean, minecraft:frozen_ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1722, ocean, minecraft:frozen_ocean, MONSTER, quark:stoneling, 80, 1, 1
1723, ocean, minecraft:frozen_ocean, MONSTER, quark:toretoise, 80, 2, 4
1724, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1725, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal, 30, 3, 8
1726, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:tusklin, 18, 3, 5
1727, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1728, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1729, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1730, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
1731, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1732, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1733, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
1734, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1735, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1736, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1737, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1738, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
1739, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
1740, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pollock, 10, 1, 2
1741, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
1742, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 1, 2
1743, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1744, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:comb_jelly, 10, 2, 3
1745, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1746, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1747, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1748, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1749, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1750, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1751, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1752, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1753, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1754, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1755, ocean, minecraft:deep_frozen_ocean, MONSTER, earthmobsmod:lobber_drowned, 20, 2, 4
1756, ocean, minecraft:deep_frozen_ocean, MONSTER, earthmobsmod:tropical_slime, 10, 1, 2
1757, ocean, minecraft:deep_frozen_ocean, MONSTER, player_mobs:player_mob, 80, 4, 4
1758, ocean, minecraft:deep_frozen_ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1759, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:stoneling, 80, 1, 1
